11103, 8173
16642, 3214
21219, 13951
32739, 15248
10051, 13066
28506, 8225
26004, 23022
7088, 16736
7841, 3352
20874, 16712
27996, 13745
5637, 21178
13551, 19942
26461, 11464
15845, 28857
13885, 30810
19257, 31211
23520, 10893
19989, 8040
10791, 7546
28530, 30924
18594, 23885
3422, 27570
6155, 12694
12933, 28271
30449, 578
6546, 27996
24953, 8751
110, 28407
15929, 25148
9136, 6392
8122, 4271
8690, 14169
22593, 18141
29819, 26179
30024, 30655
26672, 17995
6429, 7276
13866, 17009
19716, 27869
22027, 17965
21838, 12042
27839, 18550
31644, 25053
19818, 14317
31454, 15414
9151, 29229
13139, 24265
10614, 22928
9531, 1700
6699, 21044
32496, 29119
1285, 23870
15861, 19715
12298, 3026
15070, 26424
11113, 9984
5182, 11032
30300, 28057
11183, 18220
24493, 5388
28243, 19475
18460, 29922
27906, 27221
18218, 13948
24490, 22251
5687, 16536
29366, 15938
12081, 6094
4669, 2671
14679, 14295
20345, 24924
13787, 31104
1288, 2399
3146, 7921
12873, 11655
11175, 9654
31063, 2913
22927, 31609
5316, 10086
23880, 21461
422, 2572
20003, 12188
26138, 28122
8510, 10858
24153, 29419
26592, 20918
14850, 332
21996, 8959
26511, 14223
25559, 2864
20385, 6253
19957, 24590
3381, 21390
23750, 30122
7069, 2371
23507, 20406
921, 31371
25368, 26890
14350, 26034
9994, 12194
32603, 32466
23003, 21947
4476, 9640
31083, 7902
13561, 3241
25394, 14546
2684, 5845
15131, 16626
9174, 4287
13266, 26533
21244, 29785
11557, 4602
25412, 9367
4398, 4470
8040, 11498
4687, 19194
11778, 15475
27436, 29509
27168, 12013
6720, 15627
30557, 18436
13176, 22951
9739, 15161
16592, 27759
9327, 10811
18788, 8695
8827, 26945
30371, 32647
19491, 14146
4537, 15898
23046, 788
29167, 21754
4830, 21169
5196, 22784
16006, 5963
23158, 16131
1867, 6756
29748, 17360
15502, 12206
26989, 11924
16347, 32098
30748, 16100
9351, 23018
12262, 27167
26106, 7496
1001, 21429
27987, 4498
25242, 10876
1983, 11980
2469, 27072
30819, 30428
941, 29891
23288, 10546
16986, 30885
27872, 9477
14389, 17251
20073, 11657
16536, 26437
10645, 11663
13155, 30822
18599, 6503
26253, 1833
18604, 27100
7021, 13600
8510, 18486
2147, 28407
14496, 24062
31335, 8459
4736, 19216
12448, 30682
25597, 16047
29504, 9838
15791, 24464
2305, 19152
26655, 6704
29377, 152
22612, 5393
15425, 8818
9367, 29146
31122, 15301
11838, 16762
23986, 8988
12208, 7821
1759, 23565
7100, 30105
13337, 6134
27446, 18378
32051, 29157
10024, 23591
15218, 32277
19030, 30629
6635, 17277
25439, 20544
25114, 28260
16351, 7646
8842, 13854
4581, 9244
23199, 13381
16574, 8278
11399, 29417
24412, 23622
19815, 27504
13575, 8755
30970, 5943
22944, 20221
885, 9272
9811, 17688
25534, 11404
28047, 28574
13047, 11370
2250, 23976
99, 16887
30135, 5971
6499, 31118
7885, 23837
24732, 24233
23188, 19187
25756, 5234
841, 22001
25141, 21875
9567, 11511
23061, 28575
23677, 14967
5036, 10519
22029, 5068
28572, 14611
11635, 1163
598, 546
14332, 23558
20937, 4223
8416, 7925
7241, 7055
4699, 23256
25717, 445
15572, 17791
18852, 24374
29852, 31784
18362, 16424
9375, 26297
6983, 522
8331, 15561
30998, 21021
5037, 28039
26470, 2879
471, 31866
25259, 30654
11149, 27195
30057, 1536
2877, 11713
2790, 17266
7188, 14963
1727, 4369
5869, 32289
1305, 2335
9007, 15765
18920, 21084
22551, 29926
26960, 9187
17510, 24728
27524, 21133
19509, 32044
3030, 18537
9320, 26095
30137, 7878
919, 2571
31097, 19245
18660, 16415
31765, 7035
26490, 10653
24742, 97
5197, 1798
15270, 14617
18102, 11532
8551, 15824
20703, 2817
6534, 27572
10852, 24342
25434, 1984
29325, 25074
31056, 6581
5683, 18096
26931, 13261
6997, 13340
16025, 3156
15118, 24850
14995, 13594
7061, 5870
16638, 8731
14329, 31478
31616, 18690
17769, 5111
6334, 1006
11781, 30844
28664, 9382
27356, 12300
16425, 29246
28721, 17560
2056, 6254
10108, 4949
26058, 24786
19662, 2712
17892, 17473
24834, 6297
7382, 22253
10361, 16238
8218, 18712
8333, 11513
15344, 20143
198, 28190
12786, 15509
1226, 11111
7346, 5985
7258, 4788
17833, 1802
20426, 11912
5961, 3126
22316, 15023
21903, 28201
31813, 22183
6975, 30916
22863, 36
26493, 24323
31459, 7755
7577, 28914
16406, 1637
32147, 31084
25464, 3984
31174, 4457
11283, 13336
26008, 3853
23766, 1622
11570, 1246
10375, 4799
31514, 7272
14754, 31041
19321, 16077
18873, 14441
15447, 14228
3094, 14487
7471, 6810
17580, 11830
4492, 17264
8451, 9910
14748, 28899
25872, 9413
23030, 29443
2294, 10756
3741, 12483
8433, 26170
5498, 21988
5729, 1569
32574, 6872
9122, 10608
16051, 9935
12264, 21296
7105, 19783
11111, 7088
28037, 2705
24383, 19018
25626, 9715
13947, 26534
26029, 28768
30329, 23504
2657, 6175
26168, 1198
6525, 32164
24832, 26791
27818, 14731
7129, 32353
25953, 32243
6798, 15915
18051, 32583
11480, 30266
12672, 27720
6664, 11773
5526, 24303
17000, 27262
19412, 10495
8863, 17499
3275, 843
30537, 7976
15098, 15801
27609, 8858
28768, 22081
30667, 25936
5427, 28611
14199, 1838
32008, 28449
11642, 29102
30847, 1578
327, 8257
23166, 11753
28876, 12120
2642, 10862
18551, 17759
9389, 2998
7278, 6878
3020, 10338
24173, 1089
32195, 23999
29013, 24976
22940, 24413
1853, 24061
23894, 2747
17135, 7497
24143, 16136
30237, 8734
5016, 32438
10474, 14378
3398, 18953
25706, 17779
16730, 21787
1153, 30723
12047, 20289
29344, 2159
31325, 6857
9040, 478
24860, 10904
4739, 11441
25147, 22239
296, 6139
9728, 6756
28211, 11644
29032, 4617
15806, 11811
19908, 7280
19474, 26591
11171, 11781
7532, 22053
14895, 8690
16496, 17251
14009, 20270
6369, 6220
29899, 6230
27635, 15366
29062, 21173
11815, 12391
2238, 7575
29493, 17537
8124, 16703
21915, 3763
10374, 8075
8114, 11976
4710, 8118
16455, 13330
26620, 1092
23693, 2582
23955, 8463
15396, 5678
17825, 27951
27963, 3619
15317, 27291
9009, 5143
17140, 30836
13773, 919
1418, 26811
29393, 12969
8028, 31681
26089, 32452
18582, 8035
17846, 29538
22826, 3242
6209, 2614
6770, 21801
13532, 7955
29622, 27618
32126, 31116
2256, 24847
25242, 6001
8653, 26123
7177, 28032
2899, 16919
14834, 4225
10793, 5909
12266, 20624
18534, 28725
25527, 20787
8345, 28095
22938, 18463
13174, 23986
30895, 20175
19585, 24967
16183, 2496
17438, 26457
9998, 21585
28324, 5746
22165, 4668
18554, 4310
4504, 18181
29442, 12022
18964, 8690
28743, 27867
27802, 17640
14033, 4845
14222, 555
9326, 28141
8572, 11016
14704, 9835
713, 148
9718, 4806
16237, 13995
28723, 18748
23534, 12464
8361, 26064
24352, 27524
23575, 11838
11895, 9055
21000, 21355
27829, 14001
28160, 1416
18096, 28526
22979, 27337
21940, 27330
7911, 4126
31974, 11814
4567, 32175
15349, 30906
11126, 725
7391, 6067
15099, 25265
32163, 12240
14540, 12557
6119, 28802
10166, 31078
13279, 14197
32742, 32190
5567, 25652
15322, 15528
3151, 14410
12650, 27643
28005, 12286
32066, 14032
26831, 10562
28115, 23454
8474, 25543
15939, 20261
10507, 21726
26548, 32554
22990, 486
25987, 7242
3596, 2329
26856, 2418
27855, 14575
2751, 10104
26636, 7318
29111, 19001
6775, 12921
23558, 17347
32586, 1610
16907, 2554
14535, 21624
20981, 22054
3837, 19551
8912, 18133
27459, 19940
24784, 15808
24566, 20225
6937, 21690
8463, 11409
5088, 4850
7189, 30184
31194, 2123
17141, 8313
15942, 7087
18832, 13176
17546, 28680
18654, 17614
23333, 9236
25249, 4645
24085, 24484
24544, 6159
24239, 30095
20343, 21217
21941, 14701
25310, 1844
10223, 1276
25733, 11422
1172, 13455
27458, 1860
15526, 2059
12257, 1958
26478, 2081
31936, 20672
7891, 20810
28986, 22780
21389, 2392
6199, 29271
25299, 26094
8644, 1913
24445, 20018
23817, 20248
24910, 27821
4510, 19762
16361, 1277
18003, 16855
17661, 28890
14291, 8555
15950, 9961
24951, 2028
16363, 6663
31205, 30821
24697, 26039
28511, 9071
29692, 31047
24980, 6552
4938, 7921
12566, 21033
12133, 12226
5245, 18247
9607, 191
22474, 20022
29811, 28662
22460, 20530
16710, 8566
2935, 20581
17837, 6145
5617, 14985
